Series Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Children in employment, study and work (% of children in employment, ages 7-14)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, total (% of children ages 7-14)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, wage workers (% of children in employment, ages 7-14)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, work only (% of children in employment, ages 7-14)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, work only, female (% of female children in employment, ages 7-14)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Children in employment, work only, male (% of male children in employment, ages 7-14)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Children out of school (% of primary school age),..,..,..,..,..,..,..,..,..,..,27.76152039,27.94333076,27.15251923,25.06208992,24.38747025,23.20929909,22.5107708,22.45739937,23.48250961,23.12097931,21.94701004,21.21199989,20.78616905,20.54607964,20.3113308,19.72669983,18.99691963,18.72845078,18.1509304,17.56369019,17.59910011,17.43808937,17.74011993,17.63418961,17.52247047,17.73848915,17.91741943,17.81591034,16.89773941,15.95695972,15.11308956,14.69806957,13.77223015,12.51128006,11.44198036,11.3178196,10.90501022,9.683010101,9.429840088,9.56114006,9.367560387,9.246930122,8.95042038,9.025690079,9.035019875,8.978329659,8.92702961,..
"Children out of school, female (% of female primary school age)",..,..,..,..,..,..,..,..,..,..,35.50072098,36.06026077,35.10250092,32.15547943,31.15019035,29.40526962,28.59094048,29.05149078,30.95387077,30.72685051,29.34288979,28.31912041,27.73901939,27.34543991,26.8263607,25.70293045,24.4152298,23.89645004,22.97833061,22.08394051,22.12607002,21.95054054,22.13805008,21.75756073,21.39742088,21.56200027,21.57880974,21.33547974,20.27669907,18.99957085,17.98023033,17.41572952,16.35079956,14.21603966,13.03073978,12.79977036,12.20040035,11.01494026,10.50621033,10.34243965,10.11509991,9.916210175,9.765810013,9.89097023,9.916069984,9.985969543,10.00197983,..
"Children out of school, male (% of male primary school age)",..,..,..,..,..,..,..,..,..,..,20.35025024,20.17234039,19.54043961,18.26787949,17.90591049,17.26622009,16.67394066,16.12464905,16.30917931,15.82468987,14.86087036,14.41205025,14.14011955,14.05012989,14.08757019,14.01632023,13.81787014,13.78592014,13.53316021,13.24018002,13.27066994,13.12590027,13.53981018,13.69832039,13.82579994,14.09325027,14.42930031,14.46535969,13.68515968,13.07017994,12.39675999,12.12837982,11.33794022,10.90482044,9.949239731,9.92595005,9.689180374,8.433560371,8.420470238,8.829549789,8.667900085,8.621069908,8.188929558,8.217120171,8.211839676,8.036780357,7.92208004,..
"Children out of school, primary",..,..,..,..,..,..,..,..,..,..,125230063,129293517,128418447,121300797,120594198,116932099,115387078,117168642,124554571,124108471,119061796,116049615,114615773,114032708,113217751,110170071,106155156,105125400,102632878,100449927,101941122,102848865,106493399,107845174,109240663,112797731,116213751,118167627,112767846,106624833,100783860,96910326,90038759,81196891,76010366,75041757,72136500,64083261,62407465,63415349,62507664,62091893,60642327,62044461,62821277,63050837,63343292,..
"Children out of school, primary, female",..,..,..,..,..,..,..,..,..,..,78337390,81608781,81206642,76140048,75382648,72530955,71780278,74254140,80421180,80754378,77889801,75755083,74751694,74153155,73057140,70140438,66676224,65571449,63522654,61746132,62644848,63262549,64919830,64983412,65128726,66919238,68284844,69015289,65950957,61809625,58332574,55807660,51909952,44760708,41933793,41103720,39074086,35284480,33648907,33171924,32631666,32176888,31952463,32844436,33303162,33874726,34290962,..
"Children out of school, primary, male",..,..,..,..,..,..,..,..,..,..,46892674,47684736,47211805,45160749,45211550,44401144,43606799,42914501,44133392,43354093,41171995,40294531,39864079,39879553,40160611,40029632,39478931,39553951,39110224,38703795,39296274,39586316,41573569,42861762,44111937,45878493,47928907,49152338,46816889,44815208,42451286,41102667,38128807,36436183,34076573,33938037,33062413,28798781,28758558,30243425,29875999,29915005,28689864,29200025,29518114,29176110,29052330,..
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Claims on central government (annual growth as % of broad money),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Claims on central government, etc. (% GDP)",..,19.79779437,19.79242695,18.86462176,18.17078043,17.36242552,16.43680031,17.12311494,16.31483645,13.610223,14.97850828,14.42753023,13.92767606,12.61283523,10.96162514,..,12.51150539,11.69865251,12.24778832,12.14131986,12.43212061,11.77369787,13.86651587,15.60257486,16.55016286,17.56164468,21.63369045,22.08552816,21.70440471,21.8318879,..,20.59587041,21.80901678,23.09636234,22.64116428,23.21043585,21.5056633,17.73480356,19.95691575,21.07066729,21.67059145,18.8316507,19.90169101,20.1644829,19.36166584,17.69654697,15.8788223,14.59444591,14.2292007,21.68197792,23.1496823,25.1971116,26.69908651,25.45598875,26.35346704,26.41893385,31.0163434,..
Claims on other sectors of the domestic economy (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,145.3371483,140.5058851,144.6602776,143.7217463,144.6679261,147.8720573,148.5754432,144.4883173,151.2230486,148.3666352,144.0400193,143.6904201,143.4859794,146.4296951,147.2949903,150.0420851,..
Claims on other sectors of the domestic economy (annual growth as % of broad money),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Claims on private sector (annual growth as % of broad money),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kg per 2010 US$ of GDP),0.838261664,0.806609082,0.795196463,0.797102889,0.789904783,0.781463827,0.775890393,0.766484087,0.758224109,0.757100666,0.773892237,0.768538571,0.756631445,0.748490806,0.734934664,0.725006487,0.728439492,0.722621757,0.70340213,0.713140742,0.692495956,0.658335488,0.650072625,0.631923497,0.626261389,0.621772742,0.619736592,0.612753474,0.606776558,0.597773308,0.583967479,0.582263415,0.566387694,0.557134594,0.550293057,0.545610634,0.539976678,0.529608457,0.519526476,0.501997864,0.493499716,0.495736453,0.49237176,0.504605055,0.507152994,0.507306891,0.504146289,0.493385514,0.500131161,0.504375189,0.507490364,0.512051524,0.508459102,0.500624925,0.490809097,..,..,..
CO2 emissions (kg per 2011 PPP $ of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.469272557,0.467954198,0.455231961,0.446307094,0.441078113,0.436255019,0.42984452,0.42053672,0.412796248,0.397878427,0.389845863,0.38995067,0.385153821,0.391418317,0.389847046,0.386631468,0.380469051,0.368187297,0.369439884,0.367512517,0.366430901,0.366457631,0.361049797,0.352800883,0.343648221,..,..,..
CO2 emissions (kg per PPP $ of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.769078145,0.740491966,0.701132565,0.666965547,0.643290567,0.622309154,0.601509398,0.578420925,0.560572011,0.532479909,0.508745288,0.496841018,0.481379152,0.480674529,0.466056468,0.448719194,0.424564928,0.399625913,0.389467614,0.382304031,0.376110378,0.366457631,0.354254659,0.339475538,0.325741048,..,..,..
CO2 emissions (kt),9396705.835,9434402.595,9818839.874,10355747.35,10947007.09,11433441.98,12009447,12389685.57,13017193.61,13797116.84,14788798.31,15323175.56,15957192.52,16822109.48,16850822.09,16745791.87,17726098.32,18279804.32,18497906.48,19533547.95,19324327.26,18726246.9,18562354,18484356.91,19145865.38,19719241.16,20315356.02,20817151.96,21565403.31,22029385.16,22149402.4,22403928.87,22183417.49,22162174.56,22551690.63,23037524.13,23571556.67,23975007.35,24114192,24059187,24689911,25276631,25646998,27047792,28393581,29490014,30568112,31180501,32181592,31891899,33472376,34847501,35470891,35837591,36138285,..,..,..
CO2 emissions (metric tons per capita),3.099013446,3.069727018,3.140511456,3.244498835,3.360596273,3.439099449,3.537617778,3.575987601,3.682004337,3.821726742,4.012422142,4.071638385,4.155227072,4.295470548,4.220226724,4.116730552,4.280996875,4.338590126,4.314727031,4.477230599,4.352975212,4.144990022,4.036012393,3.948584064,4.019670821,4.068894833,4.118995944,4.146842109,4.221215797,4.238247326,4.188534433,4.167793936,4.063080139,3.996876792,4.006489125,4.031913406,4.066422743,4.077774792,4.045213948,3.982110131,4.03319023,4.075994857,4.083572204,4.252864824,4.4090607,4.522801036,4.630496194,4.665488103,4.756160353,4.656044405,4.828069362,4.967580989,4.99621142,4.987739047,4.96997395,..,..,..
"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",28.56407144,29.12824016,29.41552329,29.58478917,30.20604688,30.60734898,31.0348587,30.29978852,30.84424928,31.72330127,32.98823455,31.84789271,32.46947895,33.34389543,33.81893368,33.62811846,34.23301721,34.62053886,34.59481497,34.87726041,36.19786509,36.53524067,36.85776297,37.27455841,37.21752129,37.68464184,37.99850146,38.27875578,38.48597842,39.72426536,43.3169481,43.76219653,44.81106221,44.79137406,45.10283415,44.79691367,45.54787052,45.81170904,46.50115353,46.51967917,47.07546555,47.40626705,47.83935858,48.39678562,47.77862022,48.14885208,48.56315522,48.81699634,48.4321324,48.29077413,48.76675082,49.28578326,49.46727464,49.3747327,49.04019652,..,..,..
CO2 emissions from gaseous fuel consumption (% of total),8.8585193,9.328412596,9.82214816,10.12734248,10.58528592,10.80845998,11.11448345,11.60210235,11.94426423,12.41193374,12.22432656,12.68346755,12.8689304,12.81763148,12.99164509,13.22641543,13.03281725,13.03925337,13.48022817,13.53521135,13.98537172,14.78451617,14.5792177,14.66057496,15.45643899,15.52770198,14.98181965,15.71283145,15.8988216,16.34632095,16.98620095,17.2024158,17.93544661,18.48211686,18.4230578,18.32105298,18.63714841,18.30822797,18.61313869,19.17390642,19.1445121,19.09183229,19.18787532,18.93980477,18.63618752,18.46555583,18.40211132,18.36998706,18.57338195,18.21317696,18.58019281,18.47837525,18.43275096,18.47948429,18.49822425,..,..,..
CO2 emissions from gaseous fuel consumption (kt),832409,880080,964421,1048762,1158772,1235779,1334788,1437464,1554808,1712489,1807831,1943510,2053520,2156196,2189199,2214868,2310210,2383550,2493560,2643907,2702579,2768585,2706246,2709913,2959269,3061945,3043610,3270964,3428645,3600994,3762342,3854017,3978695,4096039,4154711,4220717,4393066,4389399,4488408,4613086,4726763,4825772,4921114,5122799,5291481,5445495,5625178,5727854,5977210,5808528,6219232,6439252,6538261,6622602,6684941,..,..,..
CO2 emissions from liquid fuel consumption (% of total),33.12528171,35.12792557,36.58761394,37.23947766,38.07607739,39.08691926,40.38768173,42.10648599,43.67665299,44.44899519,45.58255487,46.58010639,47.2565049,48.83691984,48.83646435,46.6653557,47.85034023,48.08463398,47.38831482,47.72523033,45.92289411,44.78269111,43.3392335,43.12367455,42.0710096,40.60285792,41.33301733,40.54842362,40.94815471,40.86799963,41.22031119,42.54474961,41.28673688,41.59341659,41.27173083,40.7312822,40.83400772,41.29947734,42.01642336,41.77716811,42.25456706,41.3172784,40.49185016,40.10303688,39.30001291,38.149714,37.08013436,36.11666471,35.35779398,34.97757848,34.03812445,32.97905924,33.08177401,32.94791773,33.28259767,..,..,..
CO2 emissions from liquid fuel consumption (kt),3112685.279,3314109.922,3592479.226,3856426.219,4168190.892,4468980.234,4850337.233,5216861.217,5685474.481,6132679.799,6741112.106,7137551.476,7540811.466,8215400.12,8229345.721,7814483.343,8481998.354,8789776.998,8765846.156,9322430.75,8874290.347,8386117.305,8044781.944,7971133.916,8054858.86,8006575.471,8396949.623,8441026.963,8830634.712,9002969.044,9130052.596,9531695.439,9158809.21,9218005.591,9307473.057,9383478.966,9625211.273,9901552.726,10131921,10051247,10432615,10443616,10384944,10846986,11158681,11250356,11334697,11261357,11378701,11155014,11393369,11492378,11734400,11807740,12027760,..,..,..
CO2 emissions from manufacturing industries and construction (% of total fuel combustion),29.30383123,28.66793535,27.80438203,27.82899214,28.4549149,28.4939286,28.40553723,29.40177397,28.76627951,28.06682842,26.03781663,27.25415198,26.62586011,26.49441718,26.50532229,25.5033557,25.29822826,25.51579943,25.02076151,25.43156217,25.01638062,24.51758882,23.85649143,23.30730925,23.47147797,22.79456582,22.3324162,22.28852293,22.15936509,21.58112151,19.97910971,19.43397078,18.82783407,18.46005711,18.48047059,19.09487068,18.18572724,18.09249315,17.97293784,17.18779246,17.36541344,17.1730632,16.89385794,16.91884233,17.93983989,18.27355722,18.63693556,19.06229727,19.41303757,19.52581073,19.96906411,20.25946418,19.78958573,19.71794198,19.96031764,..,..,..
"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",2.613253876,2.556887494,2.675559434,2.720475941,2.585385127,2.742057319,2.754984938,2.660268164,2.779741976,2.74506423,2.017242102,3.41799739,3.356644178,3.408856276,3.423887622,3.654366454,3.502722406,3.446619502,3.517003624,3.708003035,3.489728305,3.590592883,3.509083469,3.642282161,3.360596481,3.327090882,3.281546778,3.268736161,3.168898577,2.915902234,3.650809574,3.616941266,3.208375651,3.259462661,3.109563406,2.807347018,2.458013548,2.557972511,2.438357302,2.477168573,2.161070176,2.176189032,2.142213454,2.103478554,2.173355548,2.194892141,2.16529827,2.092860022,2.082514159,2.156132807,2.054441293,1.902708565,1.978830368,1.951267134,1.955232494,..,..,..
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),20.34560135,20.23280905,20.76276718,20.67555202,19.48226448,19.22604954,18.71998279,18.43811089,18.09593014,18.09798874,19.89445414,18.61555564,18.43239743,17.56571528,16.94789872,17.1734548,17.13703922,16.51228599,16.48094355,15.88545931,15.11822795,14.84847459,15.04377311,14.81157955,15.12373392,15.34856142,15.23755146,14.92587849,14.70635173,14.11840443,13.06237797,13.1180995,12.63793506,12.85674157,12.40882684,12.44150046,12.49570597,12.23994517,11.46148816,11.73356284,11.37643789,11.30304298,11.08893856,10.97654248,10.66153983,10.31890553,9.862386434,9.471572781,9.636770703,9.615836273,9.204829307,8.805714132,8.632349978,8.804332471,8.595320152,..,..,..
CO2 emissions from solid fuel consumption (% of total),54.78931748,52.17408373,50.16641632,49.13974245,47.76627019,46.45880213,44.75249816,42.45422349,40.36102102,39.05615616,38.11532623,36.63593279,35.68563593,33.91573628,33.79377145,36.03409875,34.79222276,34.6424075,34.7494313,34.68627877,36.18433137,36.81181994,38.46807586,38.60686845,39.08412459,40.54234637,40.40154526,40.4485802,39.74547262,39.54339832,38.56803015,36.9166953,37.44384015,36.4383786,36.700471,37.24383555,36.80002962,36.59837713,35.62956204,35.20804755,34.56111689,35.47076745,36.00228768,36.53741866,37.53067287,38.64710271,39.50335893,40.24461955,40.872835,41.27860182,41.76161262,42.67073556,42.44805128,42.2183567,41.77574835,..,..,..
CO2 emissions from solid fuel consumption (kt),5148390.993,4922313.109,4925760.089,5088787.575,5228976.985,5311840.184,5374527.549,5259944.8,5253872.248,5388623.497,5636798.723,5613788.298,5694425.628,5705342.287,5694528.304,6034195.18,6167303.613,6332564.302,6427917.303,6775460.895,6992378.613,6893472.289,7140580.418,7136231.356,7482993.877,7994643.053,8207717.755,8420242.407,8571271.469,8711167.519,8542588.195,8270790.155,8306323.385,8075537.073,8276576.681,8580057.601,8674339.838,8774463.606,8591781,8470770,8533109,8965815,9233506,9882565,10656302,11397036,12075431,12548474,13153529,13164530,13978604,14869685,15056702,15130042,15097039,..,..,..
CO2 emissions from transport (% of total fuel combustion),19.17269032,19.41394722,19.34073748,19.19165606,19.27107504,18.93076484,19.08391909,19.20005845,19.51392931,19.36706366,19.06247912,18.8645779,19.11478061,19.18648052,19.30467978,20.04062381,19.82815336,19.90409317,20.38590213,20.09722734,20.17715914,20.50817507,20.73266979,20.962891,20.82590053,20.84396655,21.14630921,21.23587129,21.47769631,21.65974883,19.99110751,20.06974459,20.51554868,20.63221438,20.8989534,20.85907701,21.31230261,21.29792707,21.62578312,22.0813325,22.02179272,21.94081876,22.03576201,21.60460082,21.44648523,21.0639854,20.77181395,20.55616582,20.43615229,20.41151843,20.00447019,19.7460312,20.13163055,20.15185502,20.44906157,..,..,..
CO2 intensity (kg per kg of oil equivalent energy use),2.961490368,2.945146341,2.921604304,2.901089412,2.905689526,2.900432457,2.878725822,2.842775193,2.82202655,2.813173336,2.855011147,2.659928054,2.662730224,2.665394252,2.632666477,2.603743633,2.5997584,2.588451485,2.58688825,2.595472378,2.578943154,2.531839658,2.514262767,2.509440166,2.49187257,2.498360376,2.48946623,2.483219356,2.496660259,2.501551123,2.432752645,2.466199375,2.501979549,2.500868334,2.493241624,2.479787224,2.486542504,2.47175139,2.451205051,2.439033633,2.455304221,2.445747474,2.450261002,2.48672904,2.493092266,2.506554836,2.52152344,2.525257851,2.563410835,2.554808277,2.544736464,2.605155844,2.604808767,2.578490142,2.573462778,..,..,..
Coal rents (% of GDP),..,..,..,..,..,..,..,..,..,..,0.068052482,0.076792128,0.07215719,0.072218457,0.154024712,0.416187445,0.426131096,0.399164708,0.293482346,0.264492552,0.34096477,0.555936116,0.621860281,0.351759183,0.274845548,0.296563366,0.158324967,0.067027932,0.090794755,0.123689492,0.15832483,0.136288872,0.096632603,0.052482654,0.043645039,0.093346974,0.087078674,0.081334436,0.076485505,0.055743079,0.071639627,0.159292923,0.092544829,0.093703415,0.318151578,0.26111671,0.267710374,0.288924342,0.800771641,0.320770831,0.497713227,0.699643962,0.388370359,0.261770079,0.214823838,0.134857788,0.142328254,..
Combustible renewables and waste (% of total energy),3.07773185,2.968971859,2.815114927,2.674334666,2.560498558,2.454017046,2.37216077,2.251612746,2.209425088,2.124987291,2.381033949,12.64148094,12.33358702,11.92339859,12.17984933,12.36742151,11.95257325,11.8017124,11.64143095,11.58351044,11.90207025,12.21870625,12.5410083,12.68935919,12.59014838,12.4816645,12.43228908,12.29275323,12.02580068,11.9741198,10.19591314,10.29438023,10.52179459,10.4232765,10.47234714,10.37551634,10.25404128,10.2501339,10.30578211,10.23616757,10.11521893,10.00522737,9.998533929,9.903103226,9.713361668,9.695672577,9.651642461,9.671012912,9.782886994,10.00807554,9.887076655,9.871643139,10.02605218,10.16569263,10.12843879,5.754647882,..,..
"Commercial bank branches (per 100,000 adults)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.490612422,10.23161623,11.0007932,10.73983964,11.32433498,10.93497911,10.95552742,11.21674689,11.14011902,11.85125377,12.29582641,11.97766,12.59844537,..
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Commercial service exports (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.89045E+11,2.1943E+11,2.65787E+11,3.22814E+11,3.84324E+11,3.93477E+11,3.88025E+11,3.78461E+11,3.91159E+11,4.08759E+11,4.78986E+11,5.63468E+11,6.28531E+11,6.84366E+11,8.31517E+11,8.72441E+11,9.85115E+11,9.92689E+11,1.0847E+12,1.24444E+12,1.33782E+12,1.43951E+12,1.46419E+12,1.54739E+12,1.65375E+12,1.65169E+12,1.7671E+12,1.9489E+12,2.37613E+12,2.63584E+12,2.97117E+12,3.55427E+12,4.00076E+12,3.56397E+12,3.84518E+12,4.39118E+12,4.51509E+12,4.81133E+12,5.12385E+12,4.86197E+12,4.91334E+12,5.29711E+12
Commercial service imports (current US$),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.54567E+11,3.02728E+11,3.71951E+11,4.43096E+11,4.55572E+11,4.41486E+11,4.2348E+11,4.3603E+11,4.48029E+11,5.08544E+11,5.92411E+11,6.64881E+11,7.20546E+11,8.7551E+11,9.1628E+11,1.03509E+12,1.03626E+12,1.10766E+12,1.27848E+12,1.34766E+12,1.38612E+12,1.39965E+12,1.4812E+12,1.58628E+12,1.59535E+12,1.67369E+12,1.89748E+12,2.28746E+12,2.53399E+12,2.82784E+12,3.34131E+12,3.78605E+12,3.35593E+12,3.63012E+12,4.1239E+12,4.27465E+12,4.54252E+12,4.89581E+12,4.61933E+12,4.67498E+12,4.99952E+12
"Commitments, IBRD (COM, current US$)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commitments, IDA (COM, current US$)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commitments, official creditors (COM, current US$)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commitments, private creditors (COM, current US$)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Commitments, public and publicly guaranteed (COM, current US$)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Communications, computer, etc. (% of service exports, BoP)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.13650074,42.11696543,40.24970438,39.94273403,38.30984947,37.88074754,35.96124666,35.75783309,36.51637467,36.93473085,36.10508733,36.74800553,37.80590437,36.80029869,38.4951451,40.67789366,40.98373349,40.41514589,40.77201875,42.1309031,43.02460864,42.05841879,41.55695931,41.36491468,41.50469034,41.53542423,42.05354463,44.3013868,43.81678915,44.27072146,44.69900769,44.50418673,45.33335374,44.72069597,45.93819721,48.10808162
"Communications, computer, etc. (% of service imports, BoP)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.14656471,40.31068747,41.23551407,39.15700078,38.50009386,37.47107878,35.76373463,34.10509659,34.49283691,35.05821914,36.5762767,34.81448074,35.83262074,35.99116881,35.9838072,37.85050727,37.96919018,38.71057602,38.52741854,38.621991,39.50802488,40.06430111,39.90161553,39.65840302,40.41644019,40.60861,41.16661866,42.22408487,44.92220678,42.65129339,43.89108092,43.79733111,44.172495,44.27885866,45.25727855,44.90339527,45.34430018
"Community health workers (per 1,000 people)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Compensation of employees (% of expense),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.67907981,20.96970649,22.30674686,22.19983798,22.43553324,22.08147701,23.23490612,23.5778417,25.03255332,22.71096133,24.7019466,23.43771307,22.98544496,23.01081511,21.45783673,21.30530411,20.92942756,20.88985911,..
Compensation of employees (current LCU),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
